reduction_threshold,burst_threshold,Scheme,mean_delay_ms_mean,mean_delay_ms_std,std_delay_ms_mean,std_delay_ms_std,p90_delay_ms_mean,p90_delay_ms_std,p99_delay_ms_mean,p99_delay_ms_std,mean_uora_delay_ms_mean,mean_uora_delay_ms_std,mean_sched_delay_ms_mean,mean_sched_delay_ms_std,mean_overhead_delay_ms_mean,mean_overhead_delay_ms_std,mean_frag_delay_ms_mean,mean_frag_delay_ms_std,explicit_bsr_count_mean,explicit_bsr_count_std,implicit_bsr_count_mean,implicit_bsr_count_std,implicit_bsr_ratio_mean,implicit_bsr_ratio_std,buffer_empty_ratio_mean,buffer_empty_ratio_std,collision_rate_mean,collision_rate_std,success_rate_mean,success_rate_std,throughput_mbps_mean,throughput_mbps_std,completion_rate_mean,completion_rate_std,jain_index_mean,jain_index_std
4000,12000,v0: Baseline,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
4000,12000,v3: EMA-based,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
4000,15000,v0: Baseline,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
4000,15000,v3: EMA-based,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
4000,20000,v0: Baseline,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
4000,20000,v3: EMA-based,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
6000,12000,v0: Baseline,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
6000,12000,v3: EMA-based,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
6000,15000,v0: Baseline,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
6000,15000,v3: EMA-based,92.3913403206622,4.5310620857675,92.9478732972666,7.2379835950523,214.998093668485,11.6797229483078,435.280659816868,47.6726246657165,85.4300245567617,2.32865821771323,0.280000000000057,2.76503985817133e-14,0.015999999999929,7.55601531621634e-15,0,0,1353.2,29.4233467391684,4963.6,102.337350626901,0.785729467970254,0.00588137648645389,0.386939357843811,0.0050699855387892,0.176466109898362,0.00310166745082517,0.267279356774831,0.00676507221995989,7.94288233522846,0.163762900823695,0.990519947410398,0.00295752003066789,0.975308150114018,0.0078576208675752
